PMID,country
36181009,Qatar
36181009,United States
36221431,Ethiopia
36221431,Nigeria
36221431,South Africa
37026930,China
37682195,China
28079828,Belgium
28207503,China
28296744,United States
29979390,Italy
30200106,China
30558079,Gyeongsangbuk-do
30558079,Seoul
30558079,South Korea
30633181,Poland
31374015,China
31374015,Ltd
32664057,India
32664057,Karnataka
32957318,China
33607813,Bangkok
33607813,Chulabhorn Royal Academy
33607813,Hat Yai
33607813,Thailand
34032691,China
34766590,United States
34941066,China
32833935,United States
32833935,Division of General Internal Medicine
22882132,United States
34936528,Berkeley
34936528,RAND Corporation
34936528,San Francisco VA Healthcare System
34936528,United States
29750773,United States
29750773,China
30676332,United States
17712763,United States
24501384,India
30169607,Australia
30169607,Entebbe
30169607,Thailand
30169607,United Kingdom
30169607,Vietnam
31995183,Germany
31995183,Israel
31995183,United States
32426812,Niger
32426812,United States
32584996,United States
33674869,Ethiopia
33674869,United States
33768237,United States
32894278,Brazil
33146720,United States
21666159,United States
23125443,United States
26908758,Fred Hutchinson Cancer Research Center Department of Global Health
26908758,Kenya
26908758,Little Rock
29659924,United States
29659924,Bamako
32236404,Australia
32236404,United States
37405406,Bangladesh
37405406,China
37405406,Finland
37405406,India
37405406,Ireland
37405406,Kenya
37405406,Malawi
37405406,Mali
37405406,Pakistan
37405406,United States
37405406,Switzerland
37405406,Tanzania
37405406,United Kingdom
22919307,China
24198729,Turkey
25436225,Poland
21356659,United States
24578074,United States
26441179,United States
26441179,Illinois
26441179,Indiana
26441179,Indianapolis
26441179,Louisiana
26441179,Massachusetts
26441179,Minnesota
26441179,Missouri
26441179,Pennsylvania
26441179,Tennessee
26441179,United Arab Emirates
19690310,United States
32315057,Australia
32315057,Canada
38581254,Canada
38581254,Finland
38581254,Georgia
38581254,United States
38581254,Sweden
33560320,Belgium
33560320,United States
33560320,Canada
33560320,Germany
33560320,Norway
34547081,Brazil
34547081,Pennsylvania
37354562,Brazil
37354562,China
37354562,United States
37354562,Denmark
37354562,France
37354562,India
37354562,Nebraska
20457949,United States
20008710,United States
19289711,United States
21135325,Canada
22065255,United States
19194288,United States
21685346,United States
21330451,United States
22003158,United States
22354905,United States
24220914,United States
25999212,Canada
25999212,Connecticut
25999212,Maryland
35994240,Malaysia
21878797,United States
28145975,United States
29474302,Arizona
29474302,United States
29474302,Germany
29474302,Israel
29474302,Missouri
29474302,Pennsylvania
19671931,United States
21964278,United States
37252881,United States
37252881,Santa Monica
22777119,New Jersey
28538018,Netherlands
31513050,Japan
34511016,United States
31021304,United States
33363447,Netherlands
27077342,United States
27689478,United States
17267715,United States
21973111,United States
35687367,India
35687367,United States
35687367,United Kingdom
23468553,United States
21775530,Canada
28275100,United States
28275100,Finland
28275100,France
28275100,Ghana
28275100,and
34510697,Alabama
34510697,Pennsylvania
34510697,West Virginia
35894768,China
19765674,United States
18195316,United States
18332401,United States
19273865,Netherlands
21747102,United States
28351204,Belgium
28351204,United States
25701102,United States
17243135,United States
25257751,Massachusetts
23395192,United States
31147243,China
19155350,United States
32015557,United States
34711976,Australia
34711976,United States
39009776,United Kingdom
39009776,Netherlands
31039011,United States
21572992,Sri Lanka
22615543,United Kingdom
30265679,United States
29664951,Democratic Republic of the Congo
29664951,United States
30721234,Canada
30721234,China
30721234,United Kingdom
33151934,United Kingdom
34606495,United Kingdom
34606495,United States
36996190,United Kingdom
18578564,United States
17123615,United States
18387407,United States
26545320,United States
26545320,Pennsylvania
27506485,United States
27506485,Maryland
27506485,Minnesota
27506485,North Carolina
33289276,United States
23340005,United States
24821822,United States
21148613,United States
29259073,United States
30110020,Minnesota
28541802,United States
28731871,United States
24808367,United States
24882909,8050 Zurich
24882909,Germany
24882909,Switzerland
17694726,United States
35689598,Arizona
35689598,United States
35689598,France
35689598,Italy
36740924,Connecticut
36740924,Minnesota
26183800,France
26183800,Russia
26183800,Switzerland
26183800,United States
38116916,France
38116916,United Kingdom
38116916,United States
39229900,Japan
39229900,Sweden
28406788,United States
22328685,United Kingdom
29938584,Netherlands
37162156,Iran
37162156,Kuala Lumpur Malaysia
27352956,Iran
33012276,United States
34889140,United States
26822172,United States
21451755,United States
24244164,Germany
19023893,United States
22222514,Dr Kim)
22222514,South Korea
31160473,Iran
37547762,Turkey
20670726,United States
20670733,United States
24054956,Pa
26466918,China
23124783,Netherlands
21030579,Netherlands
23124782,Switzerland
27281699,Tennessee
27281699,and
32994159,Australia
32994159,Canada
32994159,Germany
32994159,United Kingdom
33835939,United States
33835939,Canada
33835939,Germany
33835939,Italy
33835939,Spain
33835939,United Kingdom
21792073,United States
24504832,United States
25061688,United States
34915187,United Kingdom
24636395,Pennsylvania
26953733,Connecticut
26953733,North Carolina
27146000,Thailand
27146000,United States
17898183,New Zealand
31656454,Japan
37051114,Kazakhstan
37071376,United States
35833954,Alabama
35833954,Georgia
35833954,Maryland
25451106,Missouri
25451106,Tennessee
19920098,United States
21350003,United States
21037025,United States
22096024,United States
25779948,Alabama
25779948,District of Columbia
25779948,Illinois
25779948,Indiana
25779948,Maryland
25779948,Massachusetts
25779948,United States
25779948,Tennessee
25779948,Virginia
25944802,Delaware
25944802,United States
25944802,Indiana
25944802,New Jersey
27528699,Iowa
27528699,Switzerland
30733229,United States
30733229,Finland
31358541,United States
31358541,Massachusetts
31358541,Minnesota
31358541,Pennsylvania
31358541,Tennessee
31358541,Wisconsin
32376655,United States
32376655,Massachusetts
32376655,New Jersey
32376655,Oregon
32376655,Pennsylvania
32376655,Utah
36044526,China
36971777,China
36971777,Germany
36971777,Malaysia
36971777,Singapore
36971777,South Korea
36971777,Taiwan
37382656,Belgium
37382656,Denmark
37382656,France
37382656,Indiana
37382656,Massachusetts
37382656,New Jersey
37382656,United States
37382656,Pennsylvania
37819940,Japan
23137122,United States
27158849,United States
27158849,Massachusetts
27158849,Rhode Island
29446994,District of Columbia
29446994,United States
29446994,Sweden
25973526,United States
25973526,North Carolina
28467145,United States
28467145,New Mexico
22897816,China
27222038,China
24702135,Virginia
29227155,United States
29641294,United States
29641294,Peru
19519261,United States
28669278,China
21439754,United States
23410541,Canada
31097163,Canada
31097163,Maryland
31097163,Massachusetts
31097163,New Hampshire
31097163,United States
31097163,North Carolina
31097163,Pennsylvania
31097163,Virginia
24808114,United States
23241958,South Korea
28650338,United States
29461980,Australia
29461980,Canada
29461980,France
29461980,South Africa
29461980,Switzerland
29461980,United States
29461980,United Kingdom
31369400,United States
39286985,China
39286985,and
31805242,East Lansing
31805242,Newark
32666827,United States
37074559,Italy
26555475,United States
23354313,United States
23357561,United States
24215774,United States
26111922,United States
26992740,United States
27521807,United States
28818434,United States
28576734,Canada
28576734,United States
28893676,United States
33503497,United States
36402276,United States
34400361,United States
23168529,Spain
19880437,United States
29069279,United States
25869393,Belgium
25869393,Czechia
25869393,France
25869393,Germany
25869393,Poland
25869393,Romania
25869393,United Kingdom
25869393,United States
18796095,United States
19760364,Japan
32377978,Japan
32377978,United States
21113820,Canada
30733167,Israel
30733167,United States
33607509,United States
21656179,South Korea
32488680,Belgium
32488680,Netherlands
36463540,Netherlands
36463540,United States
33205372,China
20680689,United States
33835414,United Kingdom
22434327,United States
33123838,United States
36626071,Australia
36626071,China
36626071,United Kingdom
36626071,United States
19037719,United States
19967441,United States
33245445,Argentina
33245445,United States
35246775,United States
31414266,United States
27522220,Netherlands
29987740,Mexico
29987740,United States
34279759,Canada
29339421,China
31815279,China
38091206,Australia
30499227,United States
36622480,United States
26820652,Belgium
26820652,Italy
26820652,Portugal
26820652,Netherlands
26820652,United States
28674765,Netherlands
21678032,United States
36348211,Spain
34173129,Germany
34173129,Israel
34173129,Poland
34173129,Netherlands
34173129,United States
32323190,Canada
32323190,Germany
32323190,Sweden
32323190,United Kingdom
32323190,United States
20544262,Poland
22016327,United States
35575587,Bulgaria
35575587,Czechia
35575587,Greece
35575587,Hungary
35575587,Israel
35575587,Poland
35575587,Slovakia
35575587,Slovenia
19888550,Turkey
36579443,Brazil
36579443,United States
26992948,Italy
26992948,-pg23it
26992948,United Kingdom
28522574,Austria
28522574,Belgium
28522574,Bulgaria
28522574,Croatia
28522574,Czechia
28522574,Denmark
28522574,Finland
28522574,Germany
28522574,Norway
28522574,Poland
28522574,Sweden
28522574,Switzerland
28522574,United States
28522574,Netherlands
29217778,Denmark
29217778,Germany
29217778,-freiburgde
29217778,Sweden
29217778,United Kingdom
29217778,United States
29976742,United States
30361418,United States
34309006,Switzerland
30681719,United States
36321877,Serbia
36321877,Switzerland
21480939,United States
26810391,Germany
29087001,France
29087001,Germany
29087001,China
29087001,Italy
29087001,Switzerland
26968847,France
26968847,United States
27247109,France
27247109,United States
37555440,Australia
37555440,Finland
26588810,United States
25708713,United States
33682997,Czechia
33682997,Netherlands
31505002,United States
32766862,United States
37311823,Greece
25311746,United States
36913791,Bangladesh
36913791,Canada
36913791,United States
34245392,Germany
33638661,Germany
33638661,Italy
33638661,Switzerland
33638661,United States
22648248,United States
27791207,South Korea
28574978,China
29735974,China
32799216,China
35140195,China
38138244,Japan
38138244,United States
38276054,South Korea
22462654,Denmark
20623003,Mexico
23202818,United States
29342952,Denmark
30935071,China
30935071,Singapore
30935071,United States
31137756,Brazil
31137756,Portugal
31295887,Sweden
32961681,Poland
32977683,United States
33080991,Poland
34360051,Italy
35162608,Japan
35270635,Italy
35954651,Spain
35954926,Iran
35954926,Italy
34639501,Brazil
34639501,China
34639501,Iran
34639501,Spain
34639501,United Kingdom
34639501,United States
34639776,Spain
34831494,Italy
34831494,United States
34948650,Saudi Arabia
36011679,Spain
36142006,Germany
36360667,Italy
34177806,Italy
34177806,Spain
34917025,China
35784564,Italy
35928886,Hungary
35928886,Japan
38239988,Germany
38239988,Netherlands
27286117,Brazil
33909773,SP - Brazil
33626326,Brazil
19148406,Turkey
27812621,Turkey
24217302,Turkey
36173726,Brazil
38907639,Spain
28068857,Chile
28068857,France
28068857,Poland
28068857,Turkey
28068857,United States
23673586,Canada
24584605,Canada
25185016,Spain
39451783,Canada
24165885,United States
25168685,Canada
26089183,United States
27604568,Germany
27604568,United States
28816242,Germany
28816242,Israel
28816242,Switzerland
28816242,United Kingdom
28816242,United States
33070154,Australia
33070154,Belgium
33070154,United States
36878996,United States
37077032,United States
32026745,United States
35936068,Turkey
34251730,Turkey
18657196,China
17425550,United States
24612734,Italy
33942506,United States
39571604,Iran
22943586,India
21084338,United Kingdom
21951354,United States
21871012,United States
31495201,Israel
31495201,United States
34115437,Japan
23821768,Canada
29589480,Denmark
23485070,Sweden
24954482,Tartu
19234890,Norway
22669119,China
25099425,United States
25374055,United States
25956354,Sweden
19505968,Japan
33948660,United States
39264730,Australia
39264730,United States
32810358,United States
21806770,United States
22863160,Japan
28776930,United States
28776930,Colorado
36153652,Denmark
36153652,Germany
35869929,Germany
36978270,Canada
36978270,Switzerland
36978270,United States
39014555,United States
39356093,Japan
39533673,China
21500398,United States
35762390,China
35762390,Denmark
29439648,Canada
29439648,Germany
29439648,Spain
29439648,United Kingdom
29439648,United States
27118470,United Kingdom
34545997,Egypt
37905677,Canada
37905677,China
37905677,United States
12386035,Oxford OX3 7LF
12386036,France
33853878,Denmark
33853878,United Kingdom
20647284,Sweden
12855528,London WC1 7HT
16195293,South Africa
34759002,Bangladesh
34759002,United Kingdom
34759002,United States
16790460,United States
30795715,Netherlands
24330467,Italy
35297176,Poland
19643842,United States
26815638,Canada
31308197,Canada
31308197,Hungary
31308197,United States
23625191,Canada
33300059,United States
31882508,South Korea
38655990,Turkey
26547700,Brazil
28823697,China
34001423,Brazil
34001423,South Africa
34001423,Netherlands
34969428,Peru
36539534,Austria
36539534,Belgium
36539534,France
36539534,Germany
36539534,Greece
36539534,Italy
36539534,Romania
36539534,Slovenia
36539534,Spain
36539534,Switzerland
36539534,Netherlands
36539534,United Kingdom
26537207,China
36255462,Germany
37615850,Singapore
37615850,United States
27873237,United States
28397079,Argentina
28397079,Colombia
28397079,Guatemala
28397079,Mexico
28397079,Spain
28397079,Switzerland
28397079,United States
29313286,United Kingdom
29313286,United States
30374805,Italy
35211872,Canada
35211872,Germany
35211872,Poland
35211872,Serbia
35211872,United States
37452961,Japan
27137957,Netherlands
27137957,United States
29220679,United States
24120303,United States
23044089,United States
26115954,United States
22183220,United States
22867766,United States
35680431,Colorado
35680431,Massachusetts
35680431,United States
35680431,Pennsylvania
20199764,Australia
21397720,United States
21699951,United States
37201669,Germany
37201669,United States
37201669,South Africa
37201669,Tanzania
20117554,United States
23375640,United States
27290652,United States
30633980,Pennsylvania
32866619,United States
26424589,United States
32546421,United States
19243778,Australia
21300516,United States
24007767,United States
32811749,United States
34823128,Japan
20688393,United States
23391517,United States
19477434,United States
23747583,United States
25988365,United States
29852309,United States
33621921,Netherlands
33621921,United States
20826076,United States
29706169,United States
20813492,United States
35985551,United States
29408453,United States
35405248,United States
30308287,United States
33826992,United States
20633748,United States
29751205,United States
37357092,France
36963242,United States
32992268,United States
21371415,United States
30901380,United States
35709376,Germany
35709376,Hungary
35709376,Latvia
35709376,Poland
35709376,Russia
35709376,Ukraine
38613425,Austria
38613425,Belgium
38613425,Canada
38613425,France
38613425,Germany
38613425,Italy
38613425,Spain
38613425,Switzerland
38613425,Netherlands
38613425,United Kingdom
38613425,United States
28917592,United States
29103052,United States
35491797,Germany
24412053,Italy
25452017,United States
25604762,Colombia
29174695,India
29174695,South Korea
29174695,United States
22036604,United States
23993773,United States
34509775,United States
31868694,Australia
31868694,Central African Republic
31868694,Singapore
31868694,Sweden
25064769,United States
20219294,NC  USA
31009834,United States
33183908,United States
33677353,United States
34507009,United States
34507009,Zambia
34521057,Canada
34521057,United States
20451404,Australia
22770793,France
31226322,United States
31226322,Oregon
32771369,United States
25593015,United States
19628104,United States
36410482,United States
19539818,United States
18708179,United States
23211356,United States
22138459,United States
23245284,United States
23688815,United States
26867885,Maryland
26867885,United States
30155865,Austria
30155865,Poland
30651130,Canada
30371811,United States
30371811,Canada
30371811,New Zealand
24115373,United States
25755093,United States
32656994,United States
23592669,United States
22402738,United States
22513491,United States
20847735,United States
28403619,Brazil
28403619,Colorado
28403619,Haiti
28403619,India
28403619,Malawi
28403619,Maryland
28403619,Peru
28403619,South Africa
28403619,United States
28403619,Zimbabwe
21410332,United States
27206047,Maryland
27206047,United States
27206047,Virginia
36040352,United States
19569068,South Korea
38682726,China
22509421,Vietnam
29624592,Bangladesh
29624592,United States
30044792,Colombia
30044792,Switzerland
30897090,Kenya
30897090,United States
30897090,Washington USA
33657090,Australia
33657090,Canada
33657090,Fiji
33657090,Haiti
33657090,India
33657090,Indonesia
33657090,Papua New Guinea
33657090,United States
37721964,Cote d'Ivoire
37721964,United States
20361031,United States
36787937,United States
36787937,Saudi Arabia
22301126,Israel
22446171,United States
23160726,France
23139373,United States
28600309,United States
30679302,United States
33082245,Argentina
33082245,Australia
33082245,United States
33082245,Denmark
33082245,Sweden
33082245,United Kingdom
25811824,United States
18945800,United States
19147714,Germany
22194381,United States
22499839,Taiwan
22678844,France
23928139,SN)
28007766,DG)
28007766,Maryland
18781248,United States
35415804,United States
27802950,Inc
28668914,United States
22444716,United States
28063799,United States
29332470,Fort Wright
29332470,United States
31986103,Charlottesville
31986103,United States
21214349,Iran
26509682,Milwaukee
26509682,Normal
26509682,United States
33626144,Turkey
32320285,Salt Lake City
32320285,San Marcos
29050500,Iran
29716394,Czechia
29716394,Russia
29716394,Slovakia
29716394,Spain
30370786,Singapore
31088302,United States
37839707,Germany
37839707,Mexico
37839707,United States
31237322,Netherlands
35404455,United States
33963734,Canada
33963734,Sierra Leone
33963734,United States
33963734,United Kingdom
33675351,Canada
20720255,United States
21849595,Switzerland
25411289,Mexico
25527748,United States
20190925,United States
24766758,Rhode Island
33793285,Durham VA Health Care System
35113614,Emmanuel College
35113614,Minneapolis Veterans Affairs Health Care System
20873904,United States
20873905,United States
22985205,United States
26963601,Inc
26963601,VA Boston Healthcare System
29648858,New School for Social Research
25008457,United States
27148633,United States
19139000,United States
26908565,United States
26908565,Massachusetts
26908565,North Carolina
26908565,Vermont
27099270,Minnesota
27099270,Pennsylvania
34893531,Arizona
34893531,New Zealand
34893531,United States
28537849,China
29036630,China
29036630,United States
34013966,Bangladesh
34013966,Pakistan
34013966,Singapore
34013966,Sri Lanka
34013966,United Kingdom
34013966,United States
28768756,Spain
39221824,AJS)
39221824,AT-R)
39221824,Ann Arbor
39221824,United States
24097422,United States
21719618,United States
34050681,South Korea
24853306,United States
26751016,United States
21068672,United States
31425317,Canada
31425317,United States
31425317,France
31425317,Spain
31425317,United Kingdom
37120720,South Africa
37120720,United Kingdom
37120720,Australia
37120720,and
29688139,Ethiopia
29688139,United States
24892991,Sweden
25919459,United States
25961136,United States
26312576,Sweden
36722208,United States
31628477,Australia
31628477,Malaysia
31628477,Poland
31628477,United Kingdom
32785689,United States
32785689,Massachusetts
32785689,North Carolina
32785689,Pennsylvania
33624806,United Kingdom
34741460,United States
19088159,United States
19890021,Sweden
22466349,United States
22879633,United States
29342295,United States
31292266,Dominican Republic
31292266,France
31292266,Germany
31292266,Italy
31292266,Paris  France
31292266,United States
38358253,United States
38887886,South Korea
37737051,China -
37737051,China
22759762,United States
28332360,South Korea
36031787,South Korea
24532502,South Korea
24532523,South Korea
34672139,South Korea
31576916,Egypt
31576916,Kingdom of Bahrain
31576916,Saudi Arabia
25141110,Turkey
23644851,China
35120873,United States
22011504,India
26953021,Turkey
30777957,India
36308120,India
25538330,India
29409302,South Korea
35685985,Jordan
36778989,India
26044164,South Korea
36915252,South Korea
27560769,Denmark
27560769,Japan
29277968,Denmark
29277968,Japan
29781243,Thailand
29781243,United States
22267465,United Kingdom
38380649,France
38380649,Saudi Arabia
38380649,United Kingdom
27136447,China
23493606,Germany
24644195,Australia
24644195,United Kingdom
23342272,United States
31961284,United States
27225013,Australia
27225013,United Kingdom
27225013,Netherlands
28641703,United Kingdom
29457585,United Kingdom
33709907,United Kingdom
26628616,Canada
26628616,United States
31360445,United States
27226338,United Kingdom
33634589,India
33634589,United States
30791961,Germany
29967411,Australia
29967411,China
29967411,Denmark
29967411,Sweden
35775183,Netherlands
36344108,Argentina
31802124,United States
38154825,United States
31275607,France
29045610,United Kingdom
35095099,China
39489747,China
36790830,Austria
36790830,Germany
32624568,Spain
32172488,India
32172488,Jordan
29526831,Turkey
25302624,United States
35468266,United Kingdom
33620901,Pittsburgh PA
30525929,United States
29659201,United States
33955686,Belgium
33955686,France
33955686,United Kingdom
34784108,China
36256505,United States
32879767,China
32879767,Japan
32879767,United Kingdom
32832225,China
32855874,Singapore
27768515,Belgium
27768515,China
27768515,India
27768515,United States
28441094,Belgium
28441094,Brazil
28857649,United Kingdom
28857649,United States
28857649,Zimbabwe
28514458,Sacramento
29955768,Italy
29955768,United States
29955768,United Kingdom
26903176,United Kingdom
26903176,Sweden
28241153,Israel
29356820,Maryland
28973174,Australia
28973174,Brazil
28973174,Canada
28973174,Chile
28973174,China
28973174,United Kingdom
28973174,India
28973174,Italy
28973174,Japan
28973174,South Korea
28973174,United States
28973174,Singapore
28973174,Taiwan
28973174,Vietnam
31479105,Connecticut
31479105,Germany
31479105,Italy
31479105,Poland
31479105,Portugal
31479105,Russia
31479105,Netherlands
32809014,Ann Arbor
32809014,Arizona
32809014,Burlington
32809014,United States
32809014,Canada
32809014,Centre County
32809014,Charlottesville
32809014,Colorado Springs
32809014,Columbus
32809014,Gainesville
32809014,Grand Forks
32809014,Illinois
32809014,Indiana
32809014,Iowa City
32809014,Iowa
32809014,Irvine
32809014,Jacksonville
32809014,Kansas City
32809014,Kansas
32809014,Kentucky
32809014,Massachusetts
32809014,Missouri
32809014,Omaha
32809014,Salt Lake City
32809014,Tampa
25996491,Georgia
25996491,United States
25996491,North Carolina
28570723,Abilene
28570723,United States
28570723,Connecticut
28570723,Maryland
28570723,United Kingdom
32191267,North Carolina
32191267,United States
23599075,United States
25436448,Illinois
25436448,United States
25436448,Newark
29987321,United Kingdom
29987321,United States
31034045,Gainesville
31034045,Panama
33346794,United States
34125148,Iceland
34125148,Lithuania
34125148,Norway
34125148,Poland
34125148,Sweden
34779837,Aurora
34779837,Illinois
34779837,Jacksonville
34779837,Maryland
34779837,United States
35099543,United States
35099543,Massachusetts
35099543,Missouri
28768327,United States
28768327,Massachusetts
34495285,Canada
34495285,United Kingdom
29874375,Germany
30474376,United States
36195982,Canada
36195982,United States
26305613,Virginia
28658357,Brazil
28658357,United States
36255063,Germany
31042551,Canada
31042551,Colorado
31042551,United States
31042551,Hungary
31042551,Minnesota
31042551,Nebraska
31042551,North Carolina
31042551,Poland
31042551,Serbia
31042551,Virginia
31042551,Netherlands
31392960,Minnesota
31392960,North Carolina
31392960,Pennsylvania
34883088,United States
34391961,Brazil
34120912,Australia
34120912,Canada
34120912,Germany
34120912,Ireland
34120912,Sweden
34120912,United Kingdom
34120912,United States
26363701,United Kingdom
26363701,United States
26363701,West Sussex
28189575,United States
32735782,United Kingdom
33642835,China
23467073,United States
27076772,Australia
31576098,France
25473191,United States
28018112,Taiwan
30398039,South Korea
31237133,South Korea
29972393,Iran
36102482,Brazil
27442715,Australia
27442715,Brazil
27442715,United States
27442715,Canada
27442715,China
27442715,Massachusetts
33326356,Australia
33326356,United States
33326356,Canada
33326356,Italy
33326356,Japan
33326356,New Jersey
33326356,Oregon
33326356,South Korea
33326356,South Carolina
33326356,Netherlands
36369798,Australia
36369798,New Jersey
36369798,North Carolina
36369798,Oklahoma City
36369798,United States
36369798,Netherlands
33991552,Turkey
33991552,United States
34627832,India
33939911,Brazil
35900726,United States
35900726,Illinois
35900726,Massachusetts
23114520,Iran
24960644,Brazil
35437959,South Korea
36150047,Austria
36150047,United States
36150047,Canada
36150047,Germany
36150047,Italy
36150047,Russia
36150047,Switzerland
36150047,United Kingdom
36150047,Australia
38113470,Denmark
38113470,Finland
38113470,Norway
38113470,Sweden
38467031,Germany
34597381,United States
34597381,India
30291112,Germany
30291112,and
35013909,United States
37872293,Spain
37872293,United States
37833036,Norway
32097203,China
37014767,China
29449329,Norway
27670388,Turkey
28457795,South Korea
37679989,China
25709122,Nigeria
25709122,Owerri
35688325,United States
35688325,Illinois
35688325,Kentucky
35688325,Maryland
35688325,Massachusetts
35688325,Minnesota
35688325,Netherlands
35688325,Pennsylvania
35688325,Spain
35688325,Tennessee
35688325,Utah
35688325,Wisconsin
37552366,Australia
12372925,Germany
14624054,Israel
27921414,Iran
38477950,Iran
29564973,Brazil
29564973,United States
31429381,Canada
31755374,Belgium
31755374,Switzerland
35658800,Australia
35658800,Italy
28768540,China
21943112,Finland
27716211,United Kingdom
35183168,China
35183168,United States
20958974,Russia
23870174,France
32430018,Mexico
37545957,Turkey
37635583,Turkey
26080804,United States
28427403,Brazil
28701162,Singapore
28069062,Netherlands
32631401,China
34600543,China
25994819,Austria
25994819,France
25994819,Netherlands
25994819,United States
26063325,India
26084281,Sweden
27188329,United States
27208972,Greece
30616671,Italy
31477161,China
32216829,Czechia
32216829,Germany
32216829,Hungary
32216829,Poland
32216829,Spain
32216829,United States
32414425,Austria
32414425,Japan
32414425,United Kingdom
32414425,United States
35189943,Australia
35189943,Taiwan
27761730,United States
39207080,China
29193980,Italy
29193980,New Jersey
29193980,United States
29193980,Virginia
24935114,Italy
25200587,Mexico
32657505,Czechia
32657505,France
32657505,United Kingdom
32657505,United States
27183253,United States
28267244,Japan
32112659,Japan
21077997,Japan
25954849,Germany
20586920,Germany
20586923,Italy
18384651,United States
14995984,United States
15099277,Norway
22348408,Japan
22591589,Belgium
37805593,China
35719236,Chile
35719236,Germany
35719236,India
36301455,China
22488662,United States
30277639,United States
30277639,New Jersey
30277639,Tennessee
30277639,Wisconsin
32472969,Tennessee
30970113,Brazil
19089263,Brazil
21552707,Brazil
27829460,Belgium
27829460,France
27829460,Italy
27829460,Norway
27829460,Netherlands
27829460,United Kingdom
27829460,United States
30554571,Denmark
30554571,Ethiopia
30554571,Norway
35578276,United Kingdom
35578276,Sweden
18039393,United States
31126299,Australia
31126299,Finland
31126299,Iran
31126299,United States
21084547,Norway
35786002,United States
37439089,Canada
37439089,United Kingdom
37439089,United States
22306961,United States
25819697,United States
33974324,Malawi
33974324,United States
32635288,Poland
22219682,United Kingdom
27800664,Egypt
16364056,Finland
32594774,Australia
32594774,Brazil
20924215,China
24767639,Malaysia
22950716,Finland
26283094,Netherlands
26830197,Australia
34376213,Spain
34376213,United States
30231640,Canada
24113579,United Kingdom
36495690,United States
23605805,China
35124475,Portugal
19119088,Turkey
33080415,Greece
37158151,China
37553097,United States
16618317,Italy
30889042,Chapel Hill
30889042,Illinois
30889042,Japan
30889042,North Carolina
30889042,United States
30889042,Yokohama
16231970,France
21765808,United Kingdom
21949643,United States
25180584,France
25180584,Italy
25180584,Niger
26785406,Australia
27351380,Japan
27622507,India
27622507,South Korea
27622507,United States
27459375,Norway
38913710,Switzerland
38913710,United States
17260197,Netherlands
30526183,Denmark
30526183,Netherlands
25907982,Izmir Tepecik Education
32701928,-000
27813248,United States
21861930,Italy
30428896,Australia
30428896,France
31023084,Norway
31023084,Spain
29743826,United Kingdom
30728074,United States
32307012,Germany
19291800,Netherlands
37517998,Sweden
25294376,China
15973773,China
24333074,Germany
28686155,Italy
30064953,Massachusetts
30064953,United States
30064953,Pittsburgh
30064953,VAPHS
30781543,Spain
31022886,United Kingdom
31022886,United States
31466229,Portugal
31717625,Germany
31717625,Greece
31717625,Iran
31717625,Switzerland
31717625,Tunisia
31717625,Tunisie
32824394,Spain
32971803,Italy
33233328,Austria
33233328,Denmark
33233328,Spain
33291535,China
33810379,Italy
33922334,United States
33946255,Sweden
34207661,Spain
35270420,Egypt
35270420,Saudi Arabia
35457330,Czechia
35457330,Turkey
35457330,United Kingdom
35565061,Netherlands
36011519,United States
36901515,South Korea
37107734,France
37372762,Japan
38397698,Belgium
38397698,United Kingdom
34682668,China
36011692,Pakistan
36011692,Saudi Arabia
36142043,Poland
36294155,Brazil
36554577,Brazil
36554577,Canada
24453969,Canada
17964223,United States
20451668,United States
26003434,United States
28821469,United States
34954100,United States
36921689,United States
37061162,United States
38914308,United States
39068985,United States
33038505,United States
22531485,United States
24463925,Pharmacy of Tirgu Mures
17505694,Brazil
36989546,Brazil
21789385,Turkey
29041941,United Kingdom
29041941,Zambia
20977760,Germany
29843756,Germany
35761123,Spain
17998662,India
29373807,China
26940016,Spain
26940016,Sweden
26940016,United States
27497361,Belgium
31113763,Australia
32091400,Japan
20702657,United States
28679495,United States
31653175,United States
38650337,India
22043837,United States
18650178,United States
24610180,Richmond
25243434,Greece
38702783,United States
21241514,Canada
26597091,United States
28061794,United Kingdom
29347952,Germany
33535924,United Kingdom
24621390,Iceland
28545998,United States
24383431,Sweden
20465799,United Kingdom
20500867,United States
21450089,United Kingdom
22540391,Germany
23406256,United Kingdom
24447519,United Kingdom
24491134,United Kingdom
21849024,Denmark
21854596,United Kingdom
23016822,Denmark
23035641,United States
23782520,Mexico
23782752,Germany
23782816,India
23953975,Netherlands
24066805,Germany
24176222,Singapore
24195796,Brazil
24885220,Canada
25872502,Australia
25872502,Japan
25872502,Switzerland
25896862,Denmark
25902771,United Kingdom
26220439,China
26350343,Ireland
26350343,United Kingdom
26499449,Netherlands
26969128,United Kingdom
26979433,South Korea
27129580,Australia
27129580,United States
28347354,United Kingdom
27955682,Denmark
28069051,China
28545578,Chile
28793919,France
28793919,Spain
28793919,United States
28931404,Canada
28931404,France
28931404,United States
28859664,Taiwan
28923118,Bangladesh
28923118,India
28923118,Sri Lanka
28923118,United Kingdom
28923118,United States
29262841,Malaysia
29262841,United Kingdom
30134964,China
30944040,United Kingdom
30944040,Netherlands
33276811,China
33298117,United States
34256795,Chile
34530868,United States
35804455,Germany
36028843,Japan
36550562,Australia
